# [JBY] Real explore dimensions run, starting with parameter vector (a)
# [JBY] BTW this took 20 minutes to do 100 runs
# RunManager log started at Sun Oct 31 22:56:16 2010
# RunManager.explore_dimensions, centered at [216.735798 7.086606 1.963355 0.028245 -0.428024]
# RunManager.explore_dimensions: dimension 0
0, 0, 0, 0.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 0.0
0, 0, 1, 0.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 0.0
0, 1, 0, 50.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 0.0
0, 1, 1, 50.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 0.0
0, 2, 0, 100.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 1.41421356237
0, 2, 1, 100.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 1.0
0, 3, 0, 150.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 1.41421356237
0, 3, 1, 150.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 4.24264068712
0, 4, 0, 200.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 4.12310562562
0, 4, 1, 200.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 3.16227766017
0, 5, 0, 216.73579793812775 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 4.472135955
0, 5, 1, 216.73579793812775 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 3.16227766017
0, 6, 0, 250.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 4.12310562562
0, 6, 1, 250.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 3.16227766017
0, 7, 0, 300.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 2.2360679775
0, 7, 1, 300.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 2.2360679775
0, 8, 0, 350.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 2.0
0, 8, 1, 350.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 2.0
0, 9, 0, 400.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 2.2360679775
0, 9, 1, 400.0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 1.0
# RunManager.explore_dimensions: dimension 1
1, 0, 0, 216.73579793812775 0.5 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 87.800911157
1, 0, 1, 216.73579793812775 0.5 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 57.9827560573
