# Simplex vector a
216.73579793812775 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 2.2360679775
256.73579793812775 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 1.0
216.73579793812775 7.8366057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 2.0
216.73579793812775 7.0866057846066202 1.5633554978872968 0.028244936922466657 -0.42802372962551072, 0.0
216.73579793812775 7.0866057846066202 1.9633554978872967 0.22824493692246667 -0.42802372962551072, 1.41421356237
216.73579793812775 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.22802372962551071, 1.41421356237
230.06913127146106 7.3366057846066219 2 0.094911603589133323 -0.36135706295884407, 1.41421356237
220.06913127146106 7.1491057846066202 1.7300221645539633 0.04491160358913332 -0.41135706295884406, 2.2360679775
216.73579793812775 7.0866057846066202 2 0.028244936922466657 -0.42802372962551072, 1.0
0 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 2.0
216.73579793812775 7.0866057846066202 1.9633554978872967 -0.17175506307753335 -0.42802372962551072, 1.41421356237
216.73579793812775 7.0866057846066202 1.9633554978872967 0.028244936922466657 -0.62802372962551067, 3.60555127546
216.73579793812775 2.2116057846066202 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 8.0622577483
144.49053195875183 5.4616057846066219 1.2722591631454945 -0.038421729744200023 -0.49469039629217737, 1.0
198.67448144328375 6.6803557846066202 1.8180647907863736 0.01157827025579999 -0.44469039629217738, 2.2360679775
216.73579793812775 0.5 1.8534219915491867 0.028244936922466657 -0.42802372962551072, 74.0607858451
216.73579793812775 0.5 1.9633554978872967 0.22824493692246667 -0.42802372962551072, 86.0523096727
400 0.5 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 73.4302390027
216.73579793812775 0.5 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 94.8103369892
216.73579793812775 0.5 1.9633554978872967 0.028244936922466657 -0.22802372962551076, 60.4069532422
276.49053195875183 0.5 1.9267109957745934 0.094911603589133323 -0.36135706295884407, 84.8645980371
231.67448144328375 1.4984367076871952 1.9541943723591209 0.04491160358913332 -0.41135706295884406, 24.7386337537
216.73579793812775 0.5 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 69.2603782837
216.73579793812775 0.5 1.9633554978872967 0.028244936922466657 -0.62802372962551067, 62.6817357769
0 0.5 1.9633554978872967 0.028244936922466657 -0.42802372962551072, 1.0
216.73579793812775 0.5 2 0.028244936922466657 -0.42802372962551072, 101.493842178
216.73579793812775 0.5 1.9633554978872967 -0.17175506307753335 -0.42802372962551072, 56.5685424949
361.22632989687958 0.5 1.3089036652581978 -0.038421729744200023 -0.49469039629217737, 68.8839603972
90.306582474219894 0.5 1.799742539730022 0.01157827025579999 -0.44469039629217738, 7.07106781187
400 0.5 2 0.028244936922466657 -0.42802372962551072, 95.801878896
361.22632989687958 0.5 1.3089036652581978 -0.038421729744200023 -0.49469039629217737, 82.5408989532
90.306582474219894 0.5 1.799742539730022 0.01157827025579999 -0.44469039629217738, 3.60555127546
400 0.5 2 0.028244936922466657 -0.42802372962551072, 91.9238815543
216.73579793812775 0.5 2 0.22824493692246667 -0.42802372962551072, 98.4936546179
216.73579793812775 0.5 2 0.028244936922466657 -0.22802372962551076, 55.3624421427
216.73579793812775 0.5 2 0.028244936922466657 -0.42802372962551072, 34.0
216.73579793812775 0.5 2 0.028244936922466657 -0.42802372962551072, 49.4974746831
276.49053195875183 0.5 -2 0.094911603589133323 -0.36135706295884407, 21.400934559
231.67448144328375 0.5 1.0 0.04491160358913332 -0.41135706295884406, 85.5862138431
216.73579793812775 0.5 2 0.028244936922466657 -0.42802372962551072, 60.440052945
216.73579793812775 0.5 2 0.028244936922466657 -0.42802372962551072, 66.0302960769
216.73579793812775 0.5 2 0.028244936922466657 -0.62802372962551067, 77.0
0 0.5 2 0.028244936922466657 -0.42802372962551072, 0.0
216.73579793812775 0.5 2 -0.17175506307753335 -0.42802372962551072, 46.6476151588
361.22632989687958 0.5 -2 -0.038421729744200023 -0.49469039629217737, 26.9072480941
90.306582474219894 0.5 1.0 0.01157827025579999 -0.44469039629217738, 17.0293863659
400 0.5 2 0.028244936922466657 -0.42802372962551072, 54.7813836992
361.22632989687958 0.5 -2 -0.038421729744200023 -0.49469039629217737, 14.0356688476
90.306582474219894 0.5 1.0 0.01157827025579999 -0.44469039629217738, 23.4093998214
400 0.5 2 0.028244936922466657 -0.42802372962551072, 50.0399840128
216.73579793812775 0.5 2 0.22824493692246667 -0.42802372962551072, 24.7386337537
