# Simplex vector b
201.18060199999999 1.8206720000000001 1.6165849999999999 -0.403862 0.75117999999999996, 53.16013544
241.18060199999999 1.8206720000000001 1.6165849999999999 -0.403862 0.75117999999999996, 81.3941029805
201.18060199999999 2.5706720000000001 1.6165849999999999 -0.403862 0.75117999999999996, 55.0817574157
201.18060199999999 1.8206720000000001 1.2165849999999998 -0.403862 0.75117999999999996, 78.6384130054
201.18060199999999 1.8206720000000001 1.6165849999999999 -0.20386199999999999 0.75117999999999996, 67.0
201.18060199999999 1.8206720000000001 1.6165849999999999 -0.403862 0.95117999999999991, 71.4492827116
214.51393533333331 2.0706720000000001 1.4832516666666666 -0.33719533333333346 0.81784666666666639, 51.0392006207
204.51393533333334 1.8831720000000001 1.5832516666666665 -0.38719533333333334 0.76784666666666657, 85.5862138431
400 1.8206720000000001 1.6165849999999999 -0.403862 0.75117999999999996, 52.6307894678
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 133.734812222
400 1.8206720000000001 1.6165849999999999 -0.60386200000000001 0.75117999999999996, 28.6530975638
400 1.8206720000000001 1.6165849999999999 -0.403862 0.55118, 27.1661554144
400 1.8206720000000001 2 -0.403862 0.75117999999999996, 16.1245154966
340.39353400000005 1.3804479999999999 0.69430833333333331 -0.47052866666666676 0.68451333333333308, 90.426765949
385.09838350000001 1.7106159999999999 1.6735770833333334 -0.42052866666666666 0.73451333333333324, 22.803508502
400 0.5 0.46633999999999975 -0.403862 0.75117999999999996, 17.2046505341
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 105.546198416
400 0.5 1.6165849999999999 -0.403862 0.95117999999999991, 116.27553483
400 0.5 1.6165849999999999 -0.20386199999999999 0.75117999999999996, 88.0511215147
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 119.016805536
392 0.5 2 -0.33719533333333346 0.81784666666666639, 96.1769203084
398.0 0.5 0.94560874999999978 -0.38719533333333334 0.76784666666666657, 87.6641317758
400 0.5 2 -0.403862 0.75117999999999996, 97.0154626851
400 0.5 1.6165849999999999 -0.60386200000000001 0.75117999999999996, 99.7446740433
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 122.118794622
400 0.5 1.6165849999999999 -0.403862 0.55118, 140.7302384
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 97.9438614718
392 0.5 0.69430833333333331 -0.47052866666666676 0.68451333333333308, 59.2368128785
398.0 0.5 1.6735770833333334 -0.42052866666666666 0.73451333333333324, 124.807852317
400 0.5 0.46633999999999975 -0.403862 0.35118000000000005, 71.7843994194
400 0.5 1.6165849999999999 -0.403862 0.35118000000000005, 48.6004115209
400 0.5 1.6165849999999999 -0.20386199999999999 0.35118000000000005, 43.8634243989
400 0.5 1.6165849999999999 -0.403862 0.35118000000000005, 69.3541635376
400 0.5 1.6165849999999999 -0.403862 0.35118000000000005, 78.6002544525
392 0.5 1.2331700000000001 -0.53719533333333347 0.4178466666666667, 87.7268487978
398.0 0.5 1.5207312499999999 -0.28719533333333336 0.36784666666666671, 54.4058820349
400 0.5 1.6165849999999999 -0.60386200000000001 0.75117999999999996, 152.777616162
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 107.517440446
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 110.353975914
400 0.5 2 -0.403862 0.75117999999999996, 112.449988884
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 162.496153801
392 0.5 1.0777233333333334 -0.47052866666666676 0.68451333333333331, 112.218536793
398.0 0.5 1.4818695833333333 -0.42052866666666666 0.73451333333333335, 117.046999107
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 102.313244499
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 108.166538264
400 0.5 0.46633999999999975 -0.403862 0.75117999999999996, 28.4604989415
400 0.5 1.6165849999999999 -0.403862 0.95117999999999991, 73.5391052434
400 0.5 1.6165849999999999 -0.20386199999999999 0.75117999999999996, 133.135269557
392 0.5 2 -0.33719533333333324 0.81784666666666639, 114.47707194
398.0 0.5 0.94560874999999978 -0.38719533333333334 0.76784666666666657, 96.0052081921
400 0.5 2 -0.403862 0.75117999999999996, 129.003875911
400 0.5 1.6165849999999999 -0.403862 0.55118, 108.166538264
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 155.858910557
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 128.222462931
400 0.5 1.6165849999999999 -0.60386200000000001 0.75117999999999996, 49.193495505
392 0.5 1.0777233333333334 -0.27052866666666675 0.68451333333333308, 98.6559678884
398.0 0.5 1.4818695833333333 -0.52052866666666664 0.73451333333333324, 113.846387734
400 0.5 1.6165849999999999 -0.20386199999999999 0.75117999999999996, 44.7772263545
400 0.5 1.6165849999999999 -0.403862 0.95117999999999991, 82.6196102629
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 118.308917669
400 0.5 0.46633999999999975 -0.403862 0.75117999999999996, 7.07106781187
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 98.0306074652
392 0.5 2 -0.33719533333333346 0.81784666666666639, 136.488094719
398.0 0.5 0.94560874999999978 -0.38719533333333334 0.76784666666666657, 81.5843122175
400 0.5 2 -0.403862 0.75117999999999996, 135.369863707
400 0.5 1.6165849999999999 -0.60386200000000001 0.75117999999999996, 147.597425452
400 0.5 1.6165849999999999 -0.403862 0.55118, 162.18816233
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 136.499084246
400 0.5 1.6165849999999999 -0.403862 0.75117999999999996, 129.015502944
