# start 50 runs of uniform descent with vector c
# Optimize started at Fri Oct 29 15:58:59 2010
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.29694496659796576, 32.0624390838
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.22586006799539748, 1.0
90.161608079059036 5.5760179501302742 0.40692057680126537 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.43919980673815195, 1.41421356237
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.017539575247091044, 1.0
90.161608079059036 2.0936276321011063 -0.94735417034107616 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 -0.82588618109139222 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 0.40692057680126537 0.63396624554359482 0.29694496659796576, 1.0
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 -0.072267111593286915, 0.0
90.161608079059036 2.0936276321011063 0.64349672701835603 0.70168527110547441 0.29694496659796576, 1.0
90.161608079059036 2.0936276321011063 0.40692057680126537 -0.57028161291090607 0.29694496659796576, 4.472135955
221.59312701461397 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.29694496659796576, 25.0
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.26046020609499942, 1.41421356237
90.161608079059036 2.0936276321011063 0.40692057680126537 -0.94397996715911558 0.29694496659796576, 9.05538513814
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.17970161809777729, 1.0
90.161608079059036 6.4181668556903766 0.40692057680126537 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.51758453510059832, 3.0
70.453318378746928 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 6.4553218228654776 0.40692057680126537 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 -0.77702101390149458, 1.0
90.161608079059036 2.0936276321011063 -1.0831371197772133 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.87993321693093174, 2.2360679775
90.161608079059036 2.0936276321011063 -1.2779890445355298 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 1.9233297010293198 0.70168527110547441 0.29694496659796576, 1.41421356237
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 -0.82568871767282492, 1.0
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.87314188544199123, 3.16227766017
256.43359696370902 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.29694496659796576, 11.7046999107
90.161608079059036 1.1124783289290323 0.40692057680126537 0.70168527110547441 0.29694496659796576, 6.40312423743
90.161608079059036 3.659073286263836 0.40692057680126537 0.70168527110547441 0.29694496659796576, 1.0
90.161608079059036 2.0936276321011063 -1.5753779814281383 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 1.0393507620870595 0.70168527110547441 0.29694496659796576, 3.16227766017
90.161608079059036 2.0936276321011063 -0.86863460912827151 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.82669616015555913, 3.0
90.161608079059036 2.0936276321011063 1.6732323264668252 0.70168527110547441 0.29694496659796576, 3.16227766017
90.161608079059036 2.0936276321011063 0.40692057680126537 0.4425549438747729 0.29694496659796576, 4.12310562562
90.161608079059036 1.431270307410021 0.40692057680126537 0.70168527110547441 0.29694496659796576, 5.65685424949
90.161608079059036 2.0936276321011063 0.71992980520996985 0.70168527110547441 0.29694496659796576, 3.60555127546
90.161608079059036 3.5421413335751173 0.40692057680126537 0.70168527110547441 0.29694496659796576, 1.0
6.4642499595391811 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 6.8497666423370784 0.40692057680126537 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 -1.6756035559151883 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 0.40692057680126537 0.8678315390946032 0.29694496659796576, 2.2360679775
276.3451363202995 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.29694496659796576, 4.472135955
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.52757324634597946, 2.82842712475
90.161608079059036 2.0936276321011063 -0.41233549141353487 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 1.3953444166338653 0.70168527110547441 0.29694496659796576, 3.16227766017
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.64029925891682016, 4.12310562562
307.69387282013082 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.29694496659796576, 8.0622577483
90.161608079059036 2.0936276321011063 -0.97405668131810641 0.70168527110547441 0.29694496659796576, 0.0
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 -0.0062692236402954737, 3.16227766017
90.161608079059036 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.19976916058202865, 1.41421356237
90.161608079059036 2.0936276321011063 1.4013475328548464 0.70168527110547441 0.29694496659796576, 2.82842712475
172.16411042137719 2.0936276321011063 0.40692057680126537 0.70168527110547441 0.29694496659796576, 20.2484567313
